Organisation Name,Section,Costs (Higher),Financial year: End Date
Manifest Information Services (Manifest),"IV - Think tanks, research and academic institutions",900000,01/03/2017
Politechnika Gda_ska,"IV - Think tanks, research and academic institutions",9999,01/01/2017
Gloria Marcoccio (ADRP),III - Non-governmental organisations,24999,01/04/2017
European Young Engineers (EYE),II - In-house lobbyists and trade/business/professional associations,9999,01/04/2017
The European Very Low Calorie Diet Industry Group (VLCD IG),II - In-house lobbyists and trade/business/professional associations,99999,01/01/2017
Energy Peat Europe (EPE),II - In-house lobbyists and trade/business/professional associations,99999,01/03/2017
Societ_ Professionale Operatori in Psicologia dello Sport e delle Attivit_ Motorie (SPOPSAM),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
F_d_ration Unie de Groupements d'Eleveurs et d'Agriculteurs (FUGEA),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
DEMYS LIMITED,II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
Association of Photographers (AOP),II - In-house lobbyists and trade/business/professional associations,49999,01/03/2017
Mundipharma International Limited,II - In-house lobbyists and trade/business/professional associations,9999,01/04/2017
Brillmann Zsolt,I - Professional consultancies/law firms/self-employed consultants,9999,01/01/2017
European Fintech Alliance (EFA),III - Non-governmental organisations,9999,01/01/2017
Mittetulundusôhing Wikimedia Eesti (WMEE),III - Non-governmental organisations,9999,01/01/2017
Emmanuele Forlani,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2017
Dansk Jernbaneforbund (DJ),II - In-house lobbyists and trade/business/professional associations,19500,01/01/2017
Communaut_ urbaine du Grand Reims (Grand Reims),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2017
Independent British Vape Trade Association (IBVTA),II - In-house lobbyists and trade/business/professional associations,9999,01/04/2017
European Crop Care Association (ECCA),II - In-house lobbyists and trade/business/professional associations,9999,01/06/2017
European University Information System organization (EUNIS),III - Non-governmental organisations,17287,01/08/2017
Zbornica za arhitekturo in prostor Slovenije (ZAPS),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
NACM Cider Makers Ltd (NACM),II - In-house lobbyists and trade/business/professional associations,24999,01/06/2017
Alibaba Group Holding Limited,II - In-house lobbyists and trade/business/professional associations,699999,01/03/2017
Terma A/S,II - In-house lobbyists and trade/business/professional associations,199999,01/02/2017
Network Rail Infrastructure Limited (NR),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",299999,01/03/2017
Elaphe Propulsion Technologies (Elaphe),II - In-house lobbyists and trade/business/professional associations,24999,01/01/2017
European Energy Network (EnR),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/01/2017
Aberdeen Asset Management PLC (AAM),II - In-house lobbyists and trade/business/professional associations,199999,01/04/2017
Association NB-RAIL (NB-RAIL),II - In-house lobbyists and trade/business/professional associations,100000,01/01/2017
Electrical Safety First,III - Non-governmental organisations,24999,01/03/2017
GS1,III - Non-governmental organisations,399999,01/06/2017
European Startup Network,III - Non-governmental organisations,99999,01/01/2017
Telefonbuch Verlag Hans Môller,II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
Plataforma de Fidelizaci„n Pensumo S.L. (PENSUMO),I - Professional consultancies/law firms/self-employed consultants,399999,01/07/2017
International Drug Policy Consortium (IDPC),III - Non-governmental organisations,899999,01/03/2017
ASAinfo,I - Professional consultancies/law firms/self-employed consultants,9999,01/06/2017
DB Advisors Ltd.,I - Professional consultancies/law firms/self-employed consultants,2000,01/03/2017
Animals' Angels e.V.,III - Non-governmental organisations,299999,01/12/2017
A3C Consulting (A3C),I - Professional consultancies/law firms/self-employed consultants,49999,01/06/2017
Association Française des Correspondants _ la protection des Donn_es _ caractère Personnel (AFCDP),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
Norton Rose Fulbright LLP,I - Professional consultancies/law firms/self-employed consultants,199999,01/04/2017
WinterMere AeroVentures Ltd.,I - Professional consultancies/law firms/self-employed consultants,9999,01/02/2017
European Forum for Primary Care (EFPC),III - Non-governmental organisations,192646,01/06/2017
The Waste and Resources Action Programme (WRAP),III - Non-governmental organisations,150000,01/03/2017
syndicat professionnel des pêcheurs petits m_tiers d'Occitanie (SPMLR Occitanie),II - In-house lobbyists and trade/business/professional associations,9999,01/08/2017
ThinkOut (ThinkOut),"IV - Think tanks, research and academic institutions",1200,01/12/2017
Symantec Corporation (SYMC),II - In-house lobbyists and trade/business/professional associations,899999,01/03/2017
European Economic Chamber (EEC) Nepal (EEC Nepal),II - In-house lobbyists and trade/business/professional associations,24999,01/06/2017
International Consumer Product Health and Safety Organization (ICPHSO),III - Non-governmental organisations,699999,01/08/2017
EuroABS Limited,II - In-house lobbyists and trade/business/professional associations,9999,01/07/2017
European Idiopathic Pulmonary Fibrosis & Related Disorders Federation (EU-IPFF),III - Non-governmental organisations,299999,01/05/2017
SRB S.p.A. (SRB),II - In-house lobbyists and trade/business/professional associations,49999,01/09/2017
EU-MAP Consulting Ltd,I - Professional consultancies/law firms/self-employed consultants,24999,01/01/2017
Van Hool,II - In-house lobbyists and trade/business/professional associations,9999,01/05/2017
EBG Federation (EBG),II - In-house lobbyists and trade/business/professional associations,99999,01/03/2017
MAHA-AIP GmbH & Co. KG (MAHA-AIP),II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
Etoile Partners Ltd (Etoile),I - Professional consultancies/law firms/self-employed consultants,49999,01/03/2017
Centre DEV Attitude (CDA),"IV - Think tanks, research and academic institutions",4770,01/08/2017
Royal Institute of International Affairs (RIIA),"IV - Think tanks, research and academic institutions",47123,01/03/2017
Lykke Advice (Lykke Advice),I - Professional consultancies/law firms/self-employed consultants,49999,01/03/2017
European Chamber of Commerce in Cambodia (EUROCHAM Cambodia),II - In-house lobbyists and trade/business/professional associations,599999,01/08/2017
European Council for an Energy Efficient Economy (eceee),III - Non-governmental organisations,24999,01/07/2017
"COMPA‹êA DE DISTRIBUCIÓN INTEGRAL LOGISTA HOLDINGS, S.A. (LOGISTA)",II - In-house lobbyists and trade/business/professional associations,199999,01/09/2017
Ege University (EGE),"IV - Think tanks, research and academic institutions",50000,01/09/2017
Apollo Tyres Global R&D B.V.,II - In-house lobbyists and trade/business/professional associations,25000,01/03/2017
European Competition Lawyers Forum (ECLF),III - Non-governmental organisations,49999,01/03/2017
Ario Advisory (Ario),I - Professional consultancies/law firms/self-employed consultants,9999,01/03/2017
____ __ ______________ __________ - UNION OF INTERNATIONAL HAULERS (SMP),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",99999,01/01/2017
Vereniging Eigen Huis (VEH),III - Non-governmental organisations,9999,01/04/2017
KLARNA BANK AB,II - In-house lobbyists and trade/business/professional associations,49999,01/09/2017
LEONHARD KURZ Stiftung & Co. KG (KURZ),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
European Association of Airport and Seaport Police (EAASP),III - Non-governmental organisations,5000,01/06/2017
The Irish Natura And Hill Farmers Assocation (INHFA),II - In-house lobbyists and trade/business/professional associations,49999,01/02/2017
Pilsen Region EU Office (Pilsen Region),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",160000,01/10/2017
CBRNE Ltd (CBRNE),I - Professional consultancies/law firms/self-employed consultants,199999,01/01/2017
Honda Motor Europe (HME),II - In-house lobbyists and trade/business/professional associations,199999,01/03/2017
Regional Fund for the Support of the Entrepreneurship of Zaporozhye region (RFSE),II - In-house lobbyists and trade/business/professional associations,85527,01/09/2017
New Zealand Europe Business Council (NZEBC),II - In-house lobbyists and trade/business/professional associations,9999,01/06/2017
Procar International Ltd,II - In-house lobbyists and trade/business/professional associations,9999,01/04/2017
The Humane Slaughter Association (HSA),III - Non-governmental organisations,9999,01/03/2017
Natural History Museum (NHM),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",24999,01/03/2017
Coalition Against Illicit Trade (CAIT),II - In-house lobbyists and trade/business/professional associations,99999,01/06/2017
Association of Veterinary Consultants (AVC),II - In-house lobbyists and trade/business/professional associations,9999,01/08/2017
Global Fund for Women,III - Non-governmental organisations,24999,01/06/2017
Market Advisory Council / Conseil Consultatif pour les March_s (MAC / CCM),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",399999,01/09/2017
Grzegorz Skrobot (Barbus),II - In-house lobbyists and trade/business/professional associations,9999,01/04/2017
British Geological Survey (BGS),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/04/2017
Charitable Foundation Children with Spinal Muscular Atrophy (CSMA),III - Non-governmental organisations,9999,01/10/2017
SOLAR IMPULSE FOUNDATION (SIF),III - Non-governmental organisations,100000,01/11/2017
Fonds Mondial pour la Nature France (WWF France),III - Non-governmental organisations,80000,01/06/2017
Baltic Sea Advisory Council (BSAC),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",260029,01/03/2017
Fertility Europe VZW (FE),III - Non-governmental organisations,14300,01/03/2017
BALTIC PORTS ORGANIZATION (BPO),II - In-house lobbyists and trade/business/professional associations,120000,01/06/2017
GIVE HOPE TO A DOG foundation (GIVE HOPE TO A DOG),III - Non-governmental organisations,24999,01/01/2017
Mersey Maritime (Mersey Maritime),III - Non-governmental organisations,399999,01/03/2017
ecoreflect ltd,I - Professional consultancies/law firms/self-employed consultants,9999,01/03/2017
