Organisation Name,Section,Costs (Higher),Financial year: End Date
ETA-Florence Renewable Energies (ETA-Florence),I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2015
IDAY International (IDAY),III - Non-governmental organisations,445338,01/12/2015
Poste Italiane S.p.A.,II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Albert Schweitzer Stiftung fôr unsere Mitwelt (ASSfUM),III - Non-governmental organisations,9999,01/12/2015
The European Association for the Promotion of Cogeneration (COGEN Europe),II - In-house lobbyists and trade/business/professional associations,499999,01/12/2015
Faculdade de Engenharia da Universidade do Porto (FEUP),"IV - Think tanks, research and academic institutions",199999,01/12/2015
Slovenian Business and Research Association (SBRA),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2015
Conf_d_ration Europ_enne des Associations de Petites et Moyennes Entreprises (CEA-PME),II - In-house lobbyists and trade/business/professional associations,33500,01/12/2015
Groupe de Recherche et d'Information sur la Paix et la s_curit_ (GRIP),"IV - Think tanks, research and academic institutions",24999,01/12/2015
COLEGAS - Confederaci„n LGBT Espa_ola (Spanish LGBT Confederation) (COLEGAS),III - Non-governmental organisations,14000,01/12/2015
Politecnico di Torino (POLITO),"IV - Think tanks, research and academic institutions",199999,01/12/2015
British Association of Screen Entertainment (BASE),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Bundesverband Deutscher Pflanzenzôchter e.V. (BDP e.V.),II - In-house lobbyists and trade/business/professional associations,899999,01/12/2015
Sennheiser electronic (Sennheiser),II - In-house lobbyists and trade/business/professional associations,799999,01/12/2015
GS1 in Europe,III - Non-governmental organisations,9999,01/12/2015
Arbeitsgemeinschaft katholisch-sozialer Bildungswerke in der Bundesrepublik Deutschland e.V.. (AKSB),III - Non-governmental organisations,85109,01/12/2015
Vereniging Gasopslag Nederland (VGN),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
Kois Invest,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
True Sale International GmbH (TSI),II - In-house lobbyists and trade/business/professional associations,500,01/12/2015
International Probiotics Association - Europe (IPA Europe),II - In-house lobbyists and trade/business/professional associations,150000,01/12/2015
Advertising Association (AA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Wirtschaftskammer ƒsterreich (WKƒ),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",1999999,01/12/2015
ENDROIT AVOCAT SELAS,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
JA Europe (JA Europe),III - Non-governmental organisations,8249999,01/12/2015
Observatoire social europ_en (OSE),"IV - Think tanks, research and academic institutions",799999,01/12/2015
Kennisinstituut Duurzaam Verpakken (KIDV),III - Non-governmental organisations,9999,01/12/2015
The IT Imaging and Printing Industry Europe (EURIMAG),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Alliance for Democracy in Laos (ADL),III - Non-governmental organisations,32000,01/12/2015
CCIFRANCE,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",24999,01/12/2015
Xella BE,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
Joschka Fischer & Company (JF&C),I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2015
European Confederation of Woodworking Industries (CEI-Bois),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2015
Bundesverband Breitbandkommunikation e.V. (BREKO),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
Inclusive Business Sweden,III - Non-governmental organisations, -   ,01/12/2015
Eesti Patendivolinike Selts (EPVS),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Olijfbedrijf,II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
"International Precious Metals Institute, Inc. (IPMI)",II - In-house lobbyists and trade/business/professional associations,299999,01/12/2015
European Academy of Neurology (EAN),III - Non-governmental organisations,24999,01/12/2015
COUNCIL OF CATALAN CHAMBERS OF COMMERCE (GCCCC),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",49999,01/12/2015
CYPRUS CONSUMERS' ASSOCIATION (CCA),III - Non-governmental organisations,49999,01/12/2015
Deutsche Public Relations Gesellschaft (DPRG),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
TIM S.p.A. (TIM),II - In-house lobbyists and trade/business/professional associations,499999,01/12/2015
Tuberculosis Vaccine Initiative (TBVI),III - Non-governmental organisations,1000,01/12/2015
McDermott Will & Emery Belgium LLP,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
respACT - austrian business council for sustainable development,III - Non-governmental organisations,9999,01/12/2015
Fellowship of European Broadcasters (FEB),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Coordinamento delle associazioni e dei comitati di tutela dellêambiente e dei diritti degli utenti e dei consumatori (CODACONS),III - Non-governmental organisations,9999,01/12/2015
iCmedia Federacion de asociaciones de usuarios de medios (iCmedia),III - Non-governmental organisations,99999,01/12/2015
Romania Energy Center (ROEC),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Corintax Consulting SAS,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
European Committee of Manufacturers of Electrical Machines and Power Electronics (CEMEP),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
___________ & __________,I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2015
Associazione Italiana Ittiologi Acque Dolci (AIIAD),III - Non-governmental organisations,100,01/12/2015
Netherlands Institute of International Relations •Clingendaelê (Clingendael),"IV - Think tanks, research and academic institutions",600000,01/12/2015
Nutrient Platform (NP),III - Non-governmental organisations,160000,01/12/2015
Eurofiber Holding (Eurofiber),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
KENUP Foundation,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",199999,01/12/2015
"GDA - Cooperativa de Gest†o dos Direitos dos Artistas Int_rpretes ou Executantes, CRL, (GDA)",II - In-house lobbyists and trade/business/professional associations,10000,01/12/2015
Bundestier_rztekammer e.V. (BTK),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
"UNIÓN GENERAL DE TRABAJADORES, SECTOR DE LAS COMUNICACIONES (UGT Comunicaciones)",II - In-house lobbyists and trade/business/professional associations,907000,01/12/2015
European co-operation for Accreditation (EA),III - Non-governmental organisations,900000,01/12/2015
ARBELLOT-REPAIRE François,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
European Bedding Industries' Association (EBIA),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2015
Instytut Morski w Gda_sku (IM),"IV - Think tanks, research and academic institutions",99999,01/12/2015
Biedr_ba Zemnieku saeima (ZSA),III - Non-governmental organisations,99999,01/12/2015
International Federation of Library Associations and Institutions (IFLA),III - Non-governmental organisations,9999,01/12/2015
Associazione Italiana Industrie Prodotti Alimentari (AIIPA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
CMS Bureau Francis Lefebvre (CMS BFL),I - Professional consultancies/law firms/self-employed consultants,5000,01/12/2015
Coordinadora Ecoloxista d'Asturies (Coordina Ecoloxista),III - Non-governmental organisations,50,01/08/2015
IDO Interessenverband fôr das Rechts- und Finanzconsulting deutscher Online-Unternehmen e.V. (IDO-Verband),I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2015
Forum Umwelt und Entwicklung (FUE),III - Non-governmental organisations,9999,01/12/2015
vitaphone GmbH (vitaphone),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
LINKARE TI - TECNOLOGIAS DE INFORMA‰’O LDA (Linkare),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
Syndicat National des Opticiens R_unis (SNOR),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
European Association of Tax Law Professors (EATLP),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Univers sant_,III - Non-governmental organisations,99999,01/12/2015
Asociatia pentru Promovarea Alimentului Romanesc (APAR),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Nederland ICT,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Association internationale pour la d_fense de la libert_ religieuse (AIDLR),III - Non-governmental organisations,199999,01/12/2015
RWTH Aachen University (RWTH),"IV - Think tanks, research and academic institutions",99999,01/12/2015
Ungdomens Nykterhetsf_rbund (UNF),III - Non-governmental organisations,49999,01/12/2015
biosaxony e.V. (BIOSAX),III - Non-governmental organisations,299999,01/12/2015
Arion Holding B.V.,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Anica - Associazione Nazionale Industrie Cinematografiche Audiovisive Multimediali,II - In-house lobbyists and trade/business/professional associations,25000,01/12/2015
Islamic Relief Worldwide (IRW),III - Non-governmental organisations,24999,01/12/2015
World Travel & Tourism Council (WTTC),III - Non-governmental organisations,24999,01/12/2015
European Evangelical Alliance (EEA),V - Organisations representing churches and religious communities,99999,01/12/2015
RIMES Technologies Limited (RIMES),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
FEDERACION ESPA‹OLA DEL TAXI (FEDETAXI),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Topten International Services (TIS),"IV - Think tanks, research and academic institutions",199999,01/12/2015
European Syriac Union (ESU),III - Non-governmental organisations,9999,01/12/2015
Galileo Services (GS),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
TV 2 AS (TV 2),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Swerea MEFOS,"IV - Think tanks, research and academic institutions",9999,01/12/2015
vzw Belgian Brewers - Belgische Brouwers - Brasseurs Belges asbl,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Hudson Belgium,I - Professional consultancies/law firms/self-employed consultants, -   ,01/12/2015
The Swedish Disability Federation,III - Non-governmental organisations,9999,01/12/2015
European Association of Geoscientists and Engineers (EAGE),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
Avv. Dr. Alessandro Amicarelli,I - Professional consultancies/law firms/self-employed consultants,9999,01/06/2015
Valkas novada dome (Valkas novada dome),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",48000,01/12/2015
"Soliman, Hashish & Partners",I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
