Organisation Name,Section,Costs (Higher),Financial year: End Date
Associaç o Portuguesa de Imprensa (API),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Circular Economy Coalition for Europe (CEC4E or CEC4Europe),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Irish Bioenergy Association (IrBEA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Viacom,II - In-house lobbyists and trade/business/professional associations,199999,01/09/2016
Hellenic Telecommunications Organization S.A. (OTE S.A.),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
ASOCIACIîN DE ARMADORES DE CERCO DE GALICIA (ACERGA),III - Non-governmental organisations,50062,01/12/2016
Portal Audiovisuele Makers (PAM),II - In-house lobbyists and trade/business/professional associations,199999,01/01/2016
Fondbolagens f_rening (FBF),II - In-house lobbyists and trade/business/professional associations,282000,01/12/2016
Independent Regulators' Group - Rail (IRG-Rail),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2016
Wirtschaftsbeirat der Union,III - Non-governmental organisations,24999,01/12/2016
Quintessa Limited,I - Professional consultancies/law firms/self-employed consultants,199999,01/04/2016
Sustainable Aviation (SA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
B_rsenverein des Deutschen Buchhandels e.V.,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Modern Times Group MTG AB (MTG),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
CITTADINI PER L'ARIA,III - Non-governmental organisations,21558,01/12/2016
Dexia (Dexia),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
MTV Oy,II - In-house lobbyists and trade/business/professional associations,100000,01/12/2016
Peterson Institute for International Economics (PIIE),"IV - Think tanks, research and academic institutions",9999,01/06/2016
Mildenberger Verlag,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Foreningen for Dansk Internet Handel (FDIH),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Quimidroga S.A. (Qd),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
The Options Clearing Corporation (OCC),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
"PORTOS DOS AäORES, S.A. (PA, S.A)","VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",24999,01/12/2016
Practising Law Institute (PLI),"IV - Think tanks, research and academic institutions",99999,01/12/2016
European Film Academy e.V. (EFA),III - Non-governmental organisations,199999,01/12/2016
Financial Markets Law Committee (FMLC),"IV - Think tanks, research and academic institutions",299999,01/10/2016
Consorzio Remedia,III - Non-governmental organisations,200000,01/12/2016
European Animal Protein Association (EAPA),II - In-house lobbyists and trade/business/professional associations,50395,01/12/2016
FEDERACION PARA LA PROTECCION DE LA PROPIEDAD INTELECTUAL (FAP),II - In-house lobbyists and trade/business/professional associations,30000,01/12/2016
Salviamo l'Orso Associazione per la conservazione dell'orso bruno marsicano (SLO),III - Non-governmental organisations,25000,01/12/2016
The European network for community-led initiatives on climate change and sustainability (ECOLISE),III - Non-governmental organisations,5000,01/12/2016
Insight Consulting,I - Professional consultancies/law firms/self-employed consultants,199999,01/07/2016
ANILKUMAR DAVE,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2016
European Society for Paediatric Gastroenterology Hepatology and Nutrtition (ESPGHAN),II - In-house lobbyists and trade/business/professional associations,20000,01/12/2016
Quintiles Benefit France,II - In-house lobbyists and trade/business/professional associations,9999,01/01/2016
European Alliance For Vision Research and Ophthalmology (EU-EYE),III - Non-governmental organisations,49999,01/12/2016
Deutscher Verband f™r Telekommunikation und Medien (DVTM),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Association Sociale Nationale Internationale Tzigane (A.S.N.I.T.),III - Non-governmental organisations,9999,01/12/2016
Sustainable Use of Forest Resources - National Advocay Platform (SusFor),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Fibercore Limited,II - In-house lobbyists and trade/business/professional associations,24999,01/07/2016
Ensemble contre la peine de mort (ECPM),III - Non-governmental organisations,380000,01/12/2016
ASOCIACION NACIONAL DE PRODUCTORES DE GANADO PORCINO (ANPROGAPOR),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
SIX GROUP LTD (SIX),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2016
"F_d_ration Nationale des Agriculteurs Multiplicateurs de Semences, Graines et Plants (FNAMS)",II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Economic and Public Policy Consultancy (EPPC),I - Professional consultancies/law firms/self-employed consultants,40000,01/12/2016
EuropeActive,II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
SFEPA (SFEPA),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
"Illumina, Inc.",II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
German Development Institute / Deutsches Institut f™r Entwicklungspolitik (DIE) (DIE),"IV - Think tanks, research and academic institutions",24999,01/12/2016
Stenstr_m Consulting,I - Professional consultancies/law firms/self-employed consultants,99999,01/09/2016
Europ_isches Verbraucherzentrum Ästerreich (EVZ),III - Non-governmental organisations,90000,01/12/2016
Academic Cooperation Association (ACA),III - Non-governmental organisations,825964,01/12/2016
VINCI Concessions,II - In-house lobbyists and trade/business/professional associations,120000,01/12/2016
ASDM Consulting (ASDM Consulting),I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2016
Radiocentre,II - In-house lobbyists and trade/business/professional associations,15000,01/09/2016
Beheersmaatschappij Antwerpen Mobiel (BAM),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2016
European Quality Association for Recycling e.V. (EQAR),II - In-house lobbyists and trade/business/professional associations,20000,01/12/2016
International Federation of Anthroposophic Medical Associations (IVAA),III - Non-governmental organisations,199999,01/12/2016
SRA Consulting,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2016
MoneySavingExpert.com Limited,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
North West Food SL (NWF),II - In-house lobbyists and trade/business/professional associations,9999,01/06/2016
"ICL IBERIA LIMITED, S.C.A. (ICL IBERIA)",II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
Software & Information Industry Association (SIIA),II - In-house lobbyists and trade/business/professional associations,200000,01/12/2016
Electric Underfloor Heating Alliance (EUHA),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
ASOCIACIîN NACIONAL EMPRESARIAL DE LA INDUSTRIA FARMACÛUTICA (FARMAINDUSTRIA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Nielsen Holdings (Nielsen),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
"European Construction, built environment and energy-efficient buildings Technology Platform (ECTP)",II - In-house lobbyists and trade/business/professional associations,599999,01/12/2016
Keep Britain Tidy,III - Non-governmental organisations,9999,01/03/2016
SystAG Systemhaus GmbH,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
Syndicat des Fabricants d'Equipements et de Pièces pour Automobiles (SFEPA / FIEV),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Cook Medical,II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
CSR MANAGER NETWORK (CSRMN),II - In-house lobbyists and trade/business/professional associations,150000,01/12/2016
DASSAULT AVIATION,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Rènne Havn A/S,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
The Association of General Counsel and Company Secretaries working in FTSE 100 Companies (GC100),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2016
Transfer Pricing Centre Association (TPCA),III - Non-governmental organisations,49999,01/12/2016
Union Luxembourgeoise des Consommateurs (ULC),III - Non-governmental organisations,100000,01/12/2016
Christelijk Nationaal Vakverbond,II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
GKN,II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
"EPS biotechnology, s.r.o. (EPS)",II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Arbeitsgemeinschaft Stoffspezifische Abfallbehandlung (ASA e.V.) (ASA e.V.),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Investment Property Forum (IPF),II - In-house lobbyists and trade/business/professional associations,24999,01/03/2016
Volkswagen Aktiengesellschaft (VOLKSWAGEN AG),II - In-house lobbyists and trade/business/professional associations,2660000,01/12/2016
Asociaciãn de Productores de Energêa Hidroel_ctrica (URWATT),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
European Aluminium Foil Association e.V. (EAFA),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
COPPET,I - Professional consultancies/law firms/self-employed consultants,199999,01/12/2016
Magellan - European Affairs Consultancy (Magellan),I - Professional consultancies/law firms/self-employed consultants,499999,01/12/2016
Elering AS,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",24999,01/12/2016
Fondation Rovaltain,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",299999,01/12/2016
Association pour le D_veloppement des Initiatives Citoyennes et Europ_ennes (ADICE),III - Non-governmental organisations,740000,01/12/2016
Finnish Freight Forwarding and Logistics Association - Suomen Huolinta- ja Logistiikkaliitto (FIFFLA),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
"QVC, Inc.",II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Reinsurance Advisory Board (RAB),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
MAW Consulting Michal Wilkolek,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
Bundesverband Paket und Expresslogistik e.V. (BIEK),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
